Size_sqft,Bedrooms,Bathrooms,Location,YearBuilt,Price
2529.0,4.0,2,City,2011,537837.0
2181.0,3.0,1,City,1994,556153.0
2406.0,3.0,1,City,2001,651110.0
2344.0,2.0,1,City,2015,903926.0
3285.0,2.0,1,City,2004,585459.0
1656.0,2.0,1,Suburb,2011,995895.0
1879.0,1.0,1,Suburb,1982,661041.0
3154.0,3.0,3,City,1988,859047.0
1997.0,2.0,1,City,1988,613143.0
3058.0,1.0,3,City,2016,520462.0
3624.0,5.0,2,Suburb,1978,746806.0
2135.0,5.0,2,Suburb,1967,450554.0
2903.0,5.0,1,City,2009,422997.0
1602.0,3.0,2,City,1966,766289.0
2955.0,1.0,1,City,1970,579289.0
2561.0,1.0,1,Suburb,1987,461561.0
2755.0,5.0,3,City,2015,575280.0
1962.0,4.0,2,City,1987,745085.0
1242.0,5.0,1,City,1999,525492.0
2776.0,3.0,2,Suburb,1961,255233.0
957.0,5.0,3,City,2020,639528.0
2195.0,5.0,2,City,1984,715394.0
3087.0,1.0,3,City,2013,781595.0
2556.0,5.0,3,Suburb,1976,812417.0
3801.0,2.0,3,Suburb,2007,639772.0
3146.0,2.0,1,City,1971,940746.0
1956.0,4.0,1,Suburb,2020,644986.0
2439.0,3.0,2,City,1961,629866.0
2386.0,3.0,1,Suburb,2024,620656.0
1298.0,1.0,1,City,2011,683817.0
1753.0,3.0,2,City,1993,737323.0
2022.0,4.0,3,City,2004,867008.0
976.0,2.0,3,Suburb,1960,583889.0
2453.0,1.0,2,Suburb,2011,545675.0
2243.0,2.0,1,Suburb,2015,683595.0
1234.0,4.0,2,City,2017,598963.0
2706.0,1.0,2,Suburb,2009,499176.0
2927.0,5.0,1,City,1984,838980.0
2581.0,3.0,2,Suburb,1971,834360.0
2190.0,4.0,1,City,2024,448275.0
2839.0,1.0,1,City,2015,643054.0
2902.0,2.0,2,City,2009,747321.0
2637.0,1.0,3,City,1987,943903.0
1835.0,5.0,1,Suburb,1962,653899.0
2616.0,4.0,3,City,1997,789140.0
3267.0,1.0,1,Suburb,2023,609049.0
1997.0,4.0,3,City,2013,729321.0
3907.0,4.0,2,City,1995,794755.0
2047.0,2.0,1,City,2003,713974.0
2443.0,3.0,2,Suburb,2003,666874.0
1943.0,5.0,2,City,2012,804416.0
2578.0,1.0,2,City,1972,862830.0
1185.0,3.0,1,City,2003,685009.0
2033.0,2.0,2,City,1963,813930.0
1646.0,3.0,2,Suburb,2010,580958.0
2516.0,4.0,1,City,1970,604768.0
3124.0,4.0,2,City,2013,892206.0
2877.0,5.0,1,City,2021,238799.0
739.0,1.0,2,Suburb,2018,628141.0
3867.0,1.0,3,Suburb,2020,694647.0
2629.0,2.0,2,City,1999,492949.0
1869.0,5.0,3,Suburb,1963,820300.0
2531.0,1.0,1,City,1986,655956.0
2544.0,4.0,3,Suburb,1975,767240.0
1947.0,5.0,1,City,1966,883616.0
2560.0,3.0,2,City,1970,842887.0
1989.0,5.0,3,Suburb,2023,612190.0
2133.0,5.0,2,City,2011,496736.0
1933.0,1.0,3,City,1965,603946.0
1404.0,2.0,1,Suburb,2007,685884.0
2523.0,2.0,1,City,1965,403044.0
2834.0,1.0,1,City,2020,895042.0
2785.0,1.0,1,City,2012,680716.0
3001.0,1.0,2,Suburb,1987,628811.0
2649.0,2.0,2,Suburb,1964,380523.0
2042.0,1.0,2,City,2017,664896.0
3015.0,3.0,2,Suburb,1983,676984.0
1457.0,3.0,2,City,1990,540362.0
1781.0,4.0,1,Suburb,2000,706485.0
1736.0,3.0,2,Suburb,2005,644082.0
3185.0,5.0,2,Suburb,1969,428351.0
3088.0,4.0,2,City,1996,762882.0
2765.0,3.0,1,Suburb,1980,1024120.0
3179.0,5.0,1,City,1980,924659.0
1796.0,3.0,1,City,1969,734845.0
2667.0,5.0,1,Suburb,1983,703498.0
2331.0,1.0,2,City,1971,442656.0
3020.0,5.0,2,Suburb,1979,699756.0
2338.0,1.0,3,City,1967,620069.0
2147.0,5.0,2,City,1964,291819.0
2803.0,5.0,1,City,2013,607930.0
3041.0,3.0,1,Suburb,1995,578997.0
1946.0,5.0,2,City,1997,437131.0
2376.0,3.0,3,Suburb,1962,648147.0
1669.0,5.0,1,City,1995,446969.0
649.0,2.0,3,City,1981,722152.0
2562.0,4.0,1,City,1967,744577.0
2851.0,3.0,1,City,2020,361517.0
2605.0,3.0,2,Suburb,1966,602769.0
1038.0,1.0,1,City,2021,594507.0
2171.0,2.0,3,City,1978,628482.0
847.0,1.0,3,City,2006,304230.0
3390.0,2.0,2,City,1983,719375.0
1650.0,2.0,1,Suburb,1965,884980.0
3309.0,5.0,3,City,1967,884627.0
3090.0,1.0,2,Suburb,1984,795940.0
1781.0,4.0,3,City,2000,368658.0
1617.0,2.0,2,Suburb,2017,571011.0
2668.0,2.0,3,Suburb,2019,736586.0
1821.0,3.0,1,City,1962,730331.0
2492.0,5.0,3,Suburb,1968,832719.0
2077.0,4.0,3,City,2011,624614.0
1157.0,2.0,2,City,2017,484650.0
839.0,3.0,2,Suburb,2019,740496.0
2580.0,1.0,2,City,2008,593337.0
2022.0,2.0,3,City,1964,866843.0
2028.0,3.0,2,Suburb,2021,761230.0
2913.0,1.0,1,City,1991,609001.0
3251.0,5.0,2,City,1986,687590.0
2226.0,1.0,2,Suburb,1983,826136.0
2178.0,2.0,1,Suburb,1997,740485.0
2774.0,4.0,2,City,1975,683169.0
1458.0,1.0,2,City,1974,699811.0
2578.0,4.0,3,Suburb,1984,618405.0
2811.0,4.0,3,City,1963,723254.0
2902.0,1.0,2,Suburb,1991,666289.0
1047.0,5.0,1,City,2004,511411.0
1880.0,1.0,2,Suburb,2015,725513.0
1797.0,3.0,2,City,1994,743541.0
2490.0,4.0,2,City,2012,810174.0
2760.0,2.0,3,Suburb,1989,431368.0
3480.0,4.0,1,City,2008,702086.0
2069.0,2.0,1,Suburb,2011,606286.0
2067.0,3.0,1,Suburb,1961,746572.0
3234.0,3.0,3,Suburb,2018,482833.0
2630.0,3.0,3,City,1996,852417.0
3318.0,1.0,2,City,1988,506035.0
2624.0,4.0,3,Suburb,1989,589149.0
1599.0,2.0,2,Suburb,1981,1059409.0
1475.0,3.0,3,Suburb,1978,676591.0
1320.0,3.0,2,City,1977,822416.0
2889.0,2.0,3,Suburb,2024,699200.0
3262.0,4.0,1,Suburb,1964,848381.0
3730.0,4.0,2,City,1970,780552.0
3017.0,2.0,3,Suburb,2017,546275.0
3244.0,5.0,3,City,1977,403198.0
2008.0,4.0,2,Suburb,2015,476422.0
1600.0,2.0,3,Suburb,1981,589145.0
3022.0,2.0,1,Suburb,2015,745528.0
2716.0,3.0,2,City,1982,809361.0
2496.0,2.0,2,City,1975,656138.0
2694.0,1.0,2,City,2003,687238.0
2649.0,3.0,2,Suburb,1973,324599.0
3330.0,3.0,2,Suburb,1968,621474.0
3337.0,4.0,1,Suburb,1975,649232.0
2805.0,5.0,2,Suburb,1972,728588.0
3019.0,4.0,1,City,1995,615323.0
2784.0,1.0,1,Suburb,2003,589775.0
2093.0,3.0,1,Suburb,1973,938986.0
2956.0,3.0,2,City,1976,461511.0
1431.0,2.0,1,Suburb,2024,862718.0
3167.0,5.0,2,City,2013,754123.0
1573.0,5.0,1,Suburb,1961,644549.0
2622.0,2.0,2,City,1976,984903.0
1821.0,1.0,3,Suburb,1982,653557.0
2812.0,5.0,3,City,1960,537729.0
2396.0,3.0,1,City,1971,694264.0
1289.0,1.0,3,Suburb,1972,790985.0
2718.0,4.0,1,Suburb,1971,743757.0
2010.0,4.0,1,City,2016,584019.0
3044.0,1.0,1,City,1977,760200.0
2421.0,3.0,3,Suburb,1974,411861.0
2700.0,4.0,1,City,1998,861947.0
1741.0,3.0,3,Suburb,1992,779929.0
2002.0,2.0,3,Suburb,2007,345927.0
2095.0,5.0,2,Suburb,1964,556032.0
3027.0,1.0,3,Suburb,1967,845145.0
3609.0,5.0,2,Suburb,1978,629330.0
1849.0,2.0,1,Suburb,2011,657799.0
3183.0,4.0,1,City,1971,868493.0
882.0,3.0,2,Suburb,1967,576289.0
1573.0,3.0,1,City,2014,349493.0
1740.0,2.0,2,Suburb,1993,865015.0
1461.0,1.0,2,Suburb,2024,599083.0
1297.0,5.0,1,Suburb,2006,659106.0
2712.0,4.0,2,City,1994,634544.0
2268.0,1.0,2,Suburb,1991,592081.0
2689.0,2.0,2,Suburb,2010,536818.0
2909.0,2.0,1,Suburb,1965,636671.0
2608.0,3.0,1,Suburb,1968,523230.0
2886.0,4.0,1,City,1999,863376.0
2370.0,1.0,1,City,2007,840684.0
1578.0,3.0,1,Suburb,1985,743841.0
3169.0,4.0,3,Suburb,1996,739152.0
2002.0,5.0,3,City,2011,414576.0
1756.0,5.0,2,Suburb,1971,828301.0
2293.0,3.0,3,City,1997,597330.0
1773.0,1.0,1,City,1975,860340.0
2124.0,4.0,1,City,2020,911085.0
2663.0,5.0,1,City,1983,627654.0
2667.0,5.0,2,City,1976,335193.0
1783.0,1.0,2,City,1963,696797.0
2074.0,3.0,2,City,2009,493846.0
3181.0,2.0,2,Suburb,1962,575349.0
2771.0,4.0,2,City,1967,632146.0
3890.0,5.0,2,Suburb,1971,801481.0
3256.0,2.0,3,Suburb,1994,728732.0
3231.0,1.0,1,Suburb,2012,887936.0
1436.0,3.0,3,City,1992,546878.0
2961.0,4.0,2,City,1977,827706.0
2382.0,1.0,1,City,2017,776246.0
2029.0,3.0,1,Suburb,2004,761418.0
2539.0,1.0,1,Suburb,1974,825456.0
3090.0,5.0,3,Suburb,1974,784169.0
2775.0,5.0,1,Suburb,2004,426637.0
1797.0,2.0,2,City,2021,578560.0
2946.0,1.0,2,Suburb,2003,805444.0
1968.0,5.0,3,City,1979,733685.0
2573.0,3.0,3,Suburb,1998,814899.0
2205.0,2.0,2,City,1998,692818.0
2264.0,4.0,3,Suburb,1960,585367.0
2963.0,1.0,1,City,2006,543038.0
1682.0,5.0,3,Suburb,2013,422330.0
3798.0,3.0,1,City,1979,740068.0
1129.0,1.0,1,City,1968,451535.0
1996.0,3.0,1,City,1987,663066.0
2682.0,2.0,1,Suburb,2023,646181.0
2834.0,5.0,1,City,1994,825872.0
2348.0,5.0,2,City,1999,998217.0
2379.0,2.0,2,City,1961,606327.0
2711.0,3.0,2,City,1962,739714.0
2256.0,1.0,1,City,1973,662714.0
3407.0,3.0,3,Suburb,2006,532072.0
3015.0,1.0,3,City,2013,835700.0
3038.0,2.0,1,Suburb,2017,721431.0
1735.0,4.0,3,City,2021,749120.0
2363.0,1.0,1,Suburb,2010,794169.0
2207.0,5.0,3,Suburb,2007,795226.0
1707.0,5.0,1,Suburb,1986,638908.0
2675.0,5.0,3,Suburb,2014,816526.0
2039.0,3.0,3,Suburb,2008,639235.0
2884.0,3.0,2,Suburb,1983,486962.0
1661.0,3.0,3,City,1969,735832.0
3638.0,5.0,3,City,1966,861092.0
1784.0,1.0,1,City,1976,565268.0
2575.0,5.0,3,City,1981,431872.0
2981.0,1.0,3,Suburb,2018,681456.0
2015.0,3.0,3,Suburb,2003,509966.0
3024.0,4.0,3,Suburb,1970,579975.0
1548.0,3.0,3,City,2001,676792.0
3449.0,2.0,2,City,1982,230015.0
2430.0,1.0,3,Suburb,2019,596174.0
1997.0,4.0,1,City,2021,606890.0
2208.0,3.0,1,Suburb,2013,933287.0
2993.0,4.0,3,Suburb,1972,640126.0
2005.0,5.0,3,City,1986,974617.0
1888.0,1.0,3,Suburb,1999,843573.0
2263.0,2.0,2,City,1969,728497.0
1585.0,5.0,1,City,1974,715275.0
3710.0,4.0,2,City,2004,710499.0
2018.0,3.0,2,City,2012,682770.0
3009.0,1.0,3,Suburb,1966,446557.0
2568.0,2.0,3,Suburb,1989,713814.0
1722.0,3.0,1,Suburb,1989,676926.0
2415.0,2.0,3,Suburb,1986,693678.0
2975.0,1.0,1,City,2008,917584.0
2286.0,4.0,2,City,2016,632657.0
3265.0,2.0,1,Suburb,2023,507298.0
3144.0,1.0,1,City,2022,581027.0
3071.0,2.0,1,City,2007,785081.0
2094.0,3.0,2,Suburb,2000,704553.0
1654.0,2.0,2,Suburb,1989,669711.0
1985.0,3.0,3,City,1962,462223.0
2559.0,3.0,3,Suburb,1996,838071.0
2806.0,1.0,1,City,1989,573574.0
880.0,5.0,1,City,2013,715674.0
2414.0,2.0,2,Suburb,1966,648308.0
2532.0,4.0,2,Suburb,1967,430817.0
2223.0,3.0,2,Suburb,2022,717119.0
3335.0,5.0,1,City,2022,487841.0
2719.0,3.0,1,Suburb,2023,712158.0
3348.0,5.0,2,Suburb,1989,586401.0
2267.0,5.0,1,Suburb,1969,634922.0
3084.0,4.0,2,Suburb,2008,766694.0
3579.0,5.0,3,City,1998,478538.0
3349.0,4.0,2,Suburb,1993,1115886.0
1646.0,1.0,1,City,1969,539385.0
2240.0,3.0,1,Suburb,1968,765021.0
2175.0,4.0,1,Suburb,2019,794790.0
2766.0,3.0,1,Suburb,1964,886239.0
2906.0,2.0,2,City,1994,565263.0
1825.0,1.0,2,Suburb,1970,553629.0
2468.0,2.0,3,Suburb,2001,823327.0
988.0,2.0,2,Suburb,1979,742569.0
3442.0,5.0,3,City,2010,745820.0
2056.0,5.0,2,Suburb,1960,867257.0
2459.0,2.0,2,Suburb,1970,676940.0
2200.0,5.0,1,City,2020,689416.0
3232.0,3.0,3,City,1998,857276.0
500.0,5.0,1,City,2007,688736.0
2408.0,2.0,1,City,1987,514734.0
2345.0,5.0,2,Suburb,1995,531652.0
2098.0,5.0,2,Suburb,2021,623884.0
3643.0,4.0,3,City,1969,715063.0
1791.0,4.0,3,City,1964,803057.0
2967.0,2.0,2,City,1987,1013426.0
2672.0,3.0,3,City,2018,626962.0
3314.0,1.0,2,Suburb,1968,458173.0
1947.0,1.0,2,City,1998,429865.0
1900.0,2.0,2,City,2021,631655.0
3196.0,3.0,3,Suburb,1997,661541.0
2721.0,3.0,1,Suburb,1983,752808.0
1325.0,3.0,3,City,2023,1020700.0
2037.0,4.0,1,City,2002,753307.0
2693.0,2.0,3,City,1975,675581.0
3013.0,1.0,1,Suburb,2005,809368.0
1938.0,3.0,1,Suburb,1980,431537.0
500.0,2.0,3,Suburb,2019,699474.0
2790.0,1.0,3,City,1969,425132.0
1555.0,4.0,1,City,1977,868741.0
990.0,5.0,2,Suburb,2000,465599.0
500.0,1.0,1,Suburb,1995,808382.0
2997.0,1.0,1,Suburb,2005,781710.0
2511.0,1.0,2,City,1982,878395.0
2260.0,5.0,1,Suburb,1998,528376.0
3404.0,3.0,2,Suburb,1963,654464.0
2871.0,5.0,2,Suburb,2000,806642.0
3565.0,1.0,3,City,1962,713750.0
1432.0,4.0,1,Suburb,2012,734733.0
2395.0,1.0,1,City,1995,770814.0
1274.0,4.0,2,City,2008,614413.0
2257.0,2.0,1,City,1986,522238.0
2243.0,4.0,2,Suburb,2012,547407.0
2864.0,1.0,1,City,2008,649929.0
2452.0,5.0,1,Suburb,1960,553998.0
2861.0,1.0,2,City,2005,621227.0
2918.0,1.0,2,City,2021,659526.0
3947.0,2.0,1,City,1981,884948.0
2196.0,3.0,1,Suburb,1998,502518.0
1753.0,1.0,2,Suburb,2003,552091.0
2594.0,2.0,3,Suburb,1961,656779.0
1851.0,5.0,3,Suburb,2018,512393.0
3470.0,2.0,1,City,1987,218221.0
2219.0,2.0,1,City,1973,572988.0
2019.0,4.0,1,City,1975,624713.0
2086.0,3.0,2,City,2010,689586.0
2929.0,3.0,1,City,1987,521405.0
2308.0,5.0,1,Suburb,2012,907504.0
1965.0,2.0,1,City,2011,776508.0
3600.0,5.0,3,Suburb,1984,501029.0
1813.0,5.0,1,Suburb,2016,573619.0
2445.0,3.0,1,Suburb,1968,562580.0
2882.0,3.0,2,City,1970,506215.0
1263.0,3.0,3,Suburb,2004,830723.0
2760.0,1.0,2,Suburb,1961,507071.0
1672.0,2.0,1,Suburb,2013,678312.0
3003.0,5.0,1,Suburb,1993,587150.0
1737.0,2.0,1,City,2001,633835.0
2911.0,5.0,1,City,1970,813408.0
3203.0,5.0,1,City,1988,709400.0
3030.0,5.0,2,Suburb,1964,716116.0
2598.0,5.0,1,Suburb,1979,709172.0
2256.0,4.0,1,City,1998,733646.0
2011.0,4.0,3,City,1991,509769.0
3462.0,1.0,3,Suburb,1988,563524.0
1924.0,3.0,1,Suburb,1960,717132.0
1685.0,5.0,1,City,1960,557316.0
2891.0,2.0,1,City,1963,611547.0
1855.0,4.0,1,Suburb,1974,703065.0
1746.0,3.0,1,City,2006,824350.0
1396.0,1.0,1,City,1989,787860.0
2077.0,3.0,2,Suburb,1965,896663.0
2361.0,5.0,2,City,1960,684410.0
2592.0,3.0,2,City,2021,680238.0
3094.0,5.0,3,Suburb,2023,566269.0
2793.0,4.0,1,City,1964,744047.0
2284.0,4.0,3,Suburb,2013,846379.0
2279.0,5.0,3,City,2008,580776.0
2781.0,2.0,3,City,1966,728161.0
3322.0,4.0,2,Suburb,1962,826525.0
2509.0,2.0,1,City,2020,541012.0
2087.0,5.0,1,City,2000,743222.0
1716.0,5.0,3,Suburb,1980,751539.0
1395.0,4.0,2,Suburb,1991,337408.0
2892.0,2.0,3,City,1971,584692.0
2829.0,5.0,3,City,1966,499936.0
2829.0,4.0,1,City,2010,588167.0
2328.0,5.0,2,Suburb,2004,602073.0
3417.0,3.0,1,City,2024,657519.0
2076.0,3.0,3,City,2019,795500.0
3097.0,4.0,1,Suburb,2004,841257.0
2392.0,5.0,3,Suburb,1993,688538.0
1988.0,4.0,2,Suburb,1970,852693.0
2840.0,1.0,1,Suburb,1992,784345.0
2710.0,4.0,1,City,1967,650489.0
2673.0,4.0,1,City,2004,877257.0
2477.0,3.0,1,City,1993,672767.0
2393.0,3.0,1,Suburb,2004,699181.0
4112.0,5.0,2,City,2024,521492.0
3259.0,4.0,2,City,2011,715596.0
2932.0,4.0,1,City,1969,724645.0
2499.0,5.0,3,Suburb,2002,789586.0
3133.0,2.0,3,City,1970,630063.0
2787.0,5.0,1,City,1995,556597.0
2438.0,3.0,1,Suburb,1977,722799.0
2204.0,3.0,2,City,2022,771065.0
2362.0,4.0,2,Suburb,1964,613667.0
500.0,3.0,1,Suburb,1990,540147.0
2569.0,5.0,1,City,1975,602725.0
2073.0,4.0,3,Suburb,1968,895028.0
3548.0,5.0,2,Suburb,1961,520653.0
2433.0,5.0,1,Suburb,1996,516716.0
1577.0,4.0,2,City,2018,936078.0
2384.0,2.0,1,Suburb,2017,640081.0
1678.0,3.0,1,City,1967,484228.0
2755.0,1.0,1,City,2011,456341.0
2626.0,1.0,1,Suburb,2011,746866.0
3099.0,1.0,3,Suburb,1993,711980.0
1859.0,3.0,1,City,2007,748052.0
2444.0,2.0,3,Suburb,1983,537072.0
1452.0,5.0,3,City,1972,489400.0
2917.0,4.0,1,City,2009,741751.0
2787.0,2.0,2,Suburb,2024,510117.0
2771.0,1.0,2,Suburb,1963,638871.0
2421.0,3.0,1,Suburb,2023,533587.0
2714.0,3.0,1,Suburb,1998,903883.0
3557.0,4.0,1,Suburb,2022,797799.0
2218.0,5.0,2,Suburb,2017,1048113.0
2518.0,2.0,2,Suburb,1975,756338.0
1650.0,2.0,1,Suburb,2021,708761.0
1804.0,2.0,2,Suburb,1969,762337.0
2489.0,5.0,3,Suburb,2021,433031.0
3202.0,5.0,2,City,1992,402390.0
2238.0,5.0,2,Suburb,2001,766969.0
2252.0,4.0,1,Suburb,2003,578069.0
2131.0,3.0,3,Suburb,2005,662904.0
2041.0,1.0,1,City,1990,424896.0
2629.0,5.0,2,Suburb,1964,587171.0
1358.0,3.0,3,Suburb,1977,610162.0
3328.0,5.0,1,Suburb,1965,798164.0
1948.0,1.0,2,Suburb,2009,682426.0
2931.0,5.0,3,Suburb,1987,461262.0
1519.0,3.0,1,City,1983,586880.0
2894.0,4.0,3,Suburb,1987,825117.0
2896.0,1.0,2,Suburb,2017,596995.0
2692.0,3.0,1,City,1977,794604.0
1715.0,2.0,2,City,1963,583045.0
2596.0,2.0,3,City,2008,711928.0
1581.0,2.0,2,Suburb,1991,671567.0
2240.0,4.0,3,Suburb,2017,647156.0
3149.0,5.0,1,City,1970,471225.0
2984.0,5.0,2,Suburb,2024,427146.0
2430.0,5.0,1,Suburb,1976,698546.0
1729.0,4.0,1,Suburb,1963,668397.0
2877.0,2.0,1,Suburb,1991,585087.0
2433.0,5.0,1,Suburb,1988,535137.0
775.0,4.0,2,City,2020,858627.0
2974.0,4.0,2,City,2019,807750.0
2402.0,3.0,1,City,2017,772041.0
3272.0,5.0,1,Suburb,2012,898631.0
1643.0,2.0,3,City,1964,502392.0
500.0,1.0,1,Suburb,2020,703269.0
2617.0,4.0,3,City,1980,459859.0
2626.0,3.0,3,City,2017,604152.0
1221.0,1.0,1,City,1973,617659.0
1726.0,4.0,2,City,2013,563640.0
4372.0,3.0,3,Suburb,2000,657146.0
2203.0,5.0,2,City,1975,977370.0
2938.0,3.0,1,City,2010,701210.0
1958.0,4.0,1,City,1960,806229.0
938.0,5.0,1,Suburb,1999,678073.0
2299.0,2.0,1,City,1977,418187.0
2231.0,3.0,3,City,1993,570792.0
2136.0,1.0,3,City,2020,584772.0
2338.0,5.0,2,City,1980,656773.0
2607.0,5.0,2,City,1960,751337.0
2313.0,2.0,3,Suburb,1986,788900.0
1524.0,3.0,1,City,2010,713967.0
2764.0,1.0,2,Suburb,1970,817988.0
1038.0,2.0,3,Suburb,1973,567612.0
966.0,3.0,2,City,2014,745047.0
2944.0,1.0,3,City,1986,736136.0
2779.0,1.0,1,Suburb,1981,794669.0
2379.0,4.0,3,City,1980,555836.0
1431.0,1.0,2,City,1983,932114.0
1918.0,3.0,3,Suburb,1978,547837.0
2233.0,2.0,2,City,1983,595220.0
1288.0,2.0,2,Suburb,1985,772022.0
1896.0,4.0,2,Suburb,1984,433520.0
2882.0,3.0,1,City,2004,526488.0
3431.0,1.0,1,City,1988,675624.0
2122.0,4.0,3,Suburb,1970,396472.0
2956.0,5.0,3,Suburb,1983,546481.0
1063.0,3.0,2,City,1983,675849.0
2887.0,4.0,1,Suburb,1971,542740.0
1850.0,2.0,3,Suburb,1966,923444.0
2637.0,4.0,3,City,1999,768974.0
2244.0,5.0,1,City,1982,728920.0
3355.0,3.0,2,Suburb,1997,683493.0
1800.0,4.0,3,City,1990,775058.0
2864.0,1.0,2,Suburb,1988,671431.0
2221.0,3.0,1,Suburb,2003,518098.0
2307.0,4.0,1,City,1987,712940.0
2289.0,4.0,3,Suburb,1980,558376.0
1820.0,3.0,3,Suburb,1968,725590.0
2410.0,2.0,1,Suburb,2008,706156.0
2375.0,1.0,2,City,1996,570702.0
2591.0,3.0,2,City,1980,963859.0
2479.0,1.0,1,Suburb,2019,849282.0
2985.0,1.0,3,Suburb,1982,654950.0
3074.0,3.0,1,Suburb,1969,737149.0
1675.0,4.0,3,City,1980,711813.0
3035.0,2.0,2,Suburb,1988,583911.0
1579.0,1.0,3,City,2018,746467.0
2836.0,1.0,2,Suburb,1999,634236.0
2859.0,4.0,1,Suburb,1980,457821.0
1065.0,3.0,3,City,2022,588229.0
2486.0,2.0,2,City,2005,589110.0
2088.0,1.0,3,City,1964,380186.0
1882.0,1.0,2,Suburb,1974,858112.0
3377.0,3.0,2,Suburb,1999,586128.0
1956.0,4.0,1,City,1963,607805.0
1848.0,5.0,1,City,1983,991984.0
2473.0,4.0,3,Suburb,2001,520516.0
2906.0,1.0,2,Suburb,1985,649176.0
2319.0,1.0,1,City,1967,430667.0
3246.0,2.0,3,Suburb,1979,569417.0
2796.0,4.0,1,City,2014,586785.0
876.0,5.0,3,Suburb,1998,826689.0
2044.0,2.0,1,City,2009,541082.0
2021.0,5.0,1,Suburb,1979,787284.0
2759.0,2.0,2,Suburb,1987,1057638.0
559.0,4.0,2,Suburb,2002,918809.0
4226.0,1.0,1,City,1987,246085.0
2796.0,5.0,2,City,1982,735209.0
2525.0,4.0,1,City,1994,892664.0
3257.0,5.0,3,Suburb,1981,541934.0
4081.0,4.0,1,Suburb,1964,650528.0
3037.0,2.0,1,City,2019,617233.0
3092.0,4.0,3,Suburb,2000,802522.0
2512.0,2.0,3,City,1988,593319.0
2319.0,1.0,2,Suburb,1994,942317.0
2082.0,2.0,3,Suburb,2004,842652.0
1834.0,3.0,2,Suburb,1968,433744.0
1933.0,1.0,1,City,2010,435562.0
1462.0,4.0,3,City,1973,693668.0
2366.0,4.0,1,City,2015,631631.0
1226.0,3.0,2,Suburb,1970,651955.0
2555.0,4.0,3,Suburb,1989,579746.0
2394.0,1.0,2,Suburb,1998,507624.0
2524.0,1.0,2,Suburb,1983,666933.0
2050.0,2.0,3,City,2017,731878.0
4600.0,5.0,3,City,1989,815123.0
3384.0,4.0,2,Suburb,1983,838957.0
1537.0,3.0,3,City,1988,669023.0
2585.0,1.0,2,Suburb,2001,715185.0
1989.0,1.0,1,Suburb,2021,417708.0
1701.0,1.0,1,City,1986,767864.0
1470.0,5.0,3,City,1988,858664.0
2726.0,5.0,3,City,2016,758738.0
1937.0,4.0,1,Suburb,2020,655965.0
3106.0,3.0,2,Suburb,1988,522940.0
3124.0,5.0,2,Suburb,2016,523286.0
3393.0,2.0,2,City,2014,634746.0
1815.0,5.0,3,City,2003,730034.0
2757.0,1.0,2,City,1987,360458.0
2868.0,3.0,3,City,1996,469592.0
2084.0,4.0,3,City,1982,800271.0
1873.0,5.0,3,City,2017,915505.0
3560.0,1.0,1,City,1991,637412.0
2581.0,2.0,2,Suburb,1995,758790.0
2870.0,2.0,3,City,1991,646079.0
1837.0,4.0,2,City,2018,681020.0
1555.0,4.0,1,Suburb,2019,502809.0
2016.0,5.0,2,Suburb,1986,744312.0
2332.0,4.0,1,City,1983,554479.0
1665.0,1.0,3,Suburb,1995,698616.0
2413.0,1.0,3,City,1973,772996.0
1223.0,1.0,1,City,2003,754767.0
1626.0,5.0,3,City,2007,545085.0
2895.0,5.0,2,Suburb,1991,702459.0
2848.0,4.0,2,Suburb,1976,578920.0
2142.0,5.0,1,City,2016,771081.0
1698.0,1.0,2,Suburb,1998,785181.0
1691.0,3.0,3,City,1991,777040.0
2155.0,1.0,3,City,1961,881917.0
2876.0,3.0,3,Suburb,2001,741406.0
3078.0,4.0,2,Suburb,1997,890266.0
2068.0,2.0,3,Suburb,2014,772642.0
1602.0,5.0,2,City,2014,564983.0
2609.0,5.0,1,Suburb,1993,702806.0
1836.0,1.0,3,Suburb,2005,824568.0
2052.0,1.0,1,Suburb,2002,835516.0
3359.0,3.0,2,City,1961,606995.0
3006.0,5.0,2,City,1995,605234.0
2532.0,4.0,1,City,1995,761360.0
1518.0,1.0,3,City,1981,558531.0
2569.0,5.0,3,City,1997,642990.0
3173.0,2.0,3,Suburb,2013,688783.0
2153.0,3.0,1,Suburb,1981,651168.0
3377.0,1.0,2,City,1990,793093.0
3336.0,1.0,1,Suburb,2012,782473.0
3599.0,4.0,2,City,2018,696148.0
2636.0,1.0,3,City,2008,508906.0
2836.0,5.0,3,City,1986,877024.0
3422.0,5.0,2,City,2016,561374.0
2737.0,5.0,3,City,1965,591553.0
2064.0,2.0,1,City,2005,550666.0
2102.0,2.0,2,Suburb,1984,452021.0
2589.0,1.0,3,Suburb,1968,814096.0
1505.0,2.0,3,Suburb,2023,934003.0
2318.0,2.0,3,Suburb,1990,483271.0
3197.0,4.0,3,Suburb,1978,400159.0
866.0,2.0,2,Suburb,2024,687434.0
3507.0,3.0,2,City,1976,716482.0
3215.0,3.0,3,City,1993,353375.0
2094.0,3.0,1,City,1995,513123.0
2805.0,1.0,1,City,1972,857968.0
2422.0,5.0,1,Suburb,2018,753642.0
3291.0,4.0,1,City,1980,856801.0
3116.0,1.0,2,Suburb,2024,511797.0
1427.0,5.0,2,Suburb,1965,663770.0
